CatalogNumber,Item Name,CAS Number,Plate Location,Rack Number,M.w.,Solvent ,Formula,SMILES,Solubility,Form,Pathway,Target,Information,URL
B2029,Sorbitol,50-70-4,A11,L1021-15,182.17,DMSO,C6H14O6,C(C(C(C(C(CO)O)O)O)O)O,insoluble in EtOH; ≥7.8 mg/mL in DMSO; ≥9.2 mg/mL in H2O,Free Base,Others,Others,sugar alcohol,https://www.apexbt.com/search.php?catalog=B2029
B2030,Sparfloxacin,110871-86-8,B01,L1021-15,392.4,DMSO,C19H22F2N4O3,CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(=O)O)F,insoluble in EtOH; insoluble in H2O; ≥10.52 mg/mL in DMSO with ultrasonic,#N/A,,,fluoroquinolone antibiotic,https://www.apexbt.com/search.php?catalog=B2030
B2034,Streptomycin sulfate,3810-74-0,B02,L1021-15,1457.38,H2O,2C21H39N7O12·3H2SO4,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,≥69.35 mg/mL in H2O; insoluble in EtOH; insoluble in DMSO,sulfate,Microbiology & Virology,Anti-infection,aminoglycoside antibiotic,https://www.apexbt.com/search.php?catalog=B2034
B2035,Sulbactam sodium,69388-84-7,B03,L1021-15,255.22,H2O,C8H10NO5S·Na,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])C.[Na+],insoluble in EtOH; ≥10.75 mg/mL in H2O; ≥2.55 mg/mL in DMSO with ultrasonic,Sodium,Microbiology & Virology,Anti-infection,irreversible _-lactamase inhibitor,https://www.apexbt.com/search.php?catalog=B2035
B2036,Sulconazole Nitrate,61318-91-0,B04,L1021-15,460.76,DMSO,C18H15Cl3N2S·HNO3,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],insoluble in EtOH; insoluble in H2O; ≥16.1 mg/mL in DMSO,Nitrate,Microbiology & Virology,Anti-infection,imidazole derivative with broad-spectrum antifungal activity,https://www.apexbt.com/search.php?catalog=B2036
B2037,Sulfamerazine,127-79-7,B05,L1021-15,264.3,DMSO,C11H12N4O2S,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,insoluble in H2O; insoluble in EtOH; ≥10.15 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,sulfonamide antibacterial,https://www.apexbt.com/search.php?catalog=B2037
B2038,Sulfameter,651-06-9,B06,L1021-15,280.3,DMSO,C11H12N4O3S,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,insoluble in EtOH; insoluble in H2O; ≥9.3 mg/mL in DMSO,Free Base,Microbiology & Virology,Antibiotic,long-acting sulfonamide antibacterial,https://www.apexbt.com/search.php?catalog=B2038
B2039,Sulfamethizole,144-82-1,B07,L1021-15,270.33,DMSO,C9H10N4O2S2,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,insoluble in H2O; insoluble in EtOH; ≥9.9 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,sulfathiazole antibacterial agent,https://www.apexbt.com/search.php?catalog=B2039
B2040,Sulfamethoxazole,723-46-6,B08,L1021-15,253.28,DMSO,C10H11N3O3S,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,insoluble in H2O; ≥7.75 mg/mL in DMSO; ≥9.62 mg/mL in EtOH,Free Base,Microbiology & Virology,Anti-infection,sulfonamide bacteriostatic antibiotic,https://www.apexbt.com/search.php?catalog=B2040
B2041,Sulfanilamide,63-74-1,B09,L1021-15,172.2,DMSO,C6H8N2O2S,C1=CC(=CC=C1N)S(=O)(=O)N,insoluble in H2O; ≥2.49 mg/mL in EtOH with gentle warming and ultrasonic; ≥7.7 mg/mL in DMSO,Free Base,Microbiology & Virology,Antibiotic,competitive inhibitor for bacterial enzyme dihydropteroate synthetase,https://www.apexbt.com/search.php?catalog=B2041
B2042,Sulfathiazole,72-14-0,B10,L1021-15,255.32,DMSO,C9H9N3O2S2,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,insoluble in EtOH; insoluble in H2O; ≥10.35 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,short-acting sulfa drug,https://www.apexbt.com/search.php?catalog=B2042
B2043,Sulfisoxazole,127-69-5,B11,L1021-15,267.3,DMSO,C11H13N3O3S,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,insoluble in H2O; ≥10.65 mg/mL in DMSO; ≥11.54 mg/mL in EtOH with ultrasonic,Free Base,Microbiology & Virology,Anti-infection,selective ETA endothelin receptor antagonist,https://www.apexbt.com/search.php?catalog=B2043
B2044,Sulindac,38194-50-2,C01,L1021-15,356.41,DMSO,C20H17FO3S,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,insoluble in H2O; ≥12.05 mg/mL in DMSO; ≥4.41 mg/mL in EtOH,Free Base,Neuroscience,COX,Anti-inflammatory agent;COX inhibitor,https://www.apexbt.com/search.php?catalog=B2044
B2047,Terbinafine HCl,78628-80-5,C02,L1021-15,327.89,DMSO,C21H26ClN,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21.Cl,insoluble in H2O; ≥16.3 mg/mL in DMSO; ≥9.66 mg/mL in EtOH,Hydrochloride,Others,Squalene epoxidase,Potent non-competitive inhibitor of squalene epoxidase,https://www.apexbt.com/search.php?catalog=B2047
B2049,Tilmicosin,108050-54-0,C03,L1021-15,869.13,H2O,C46H80N2O13,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CCN3CC(CC(C3)C)C)C)C)COC4C(C(C(C(O4)C)O)OC)OC,insoluble in EtOH; insoluble in DMSO; ≥86.9 mg/mL in H2O with gentle warming,,Microbiology & Virology,Anti-infection,macrolide antibiotic,https://www.apexbt.com/search.php?catalog=B2049
B2050,Tinidazole,19387-91-8,C04,L1021-15,247.27,DMSO,C8H13N3O4S,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,≥11.25 mg/mL in DMSO; ≥2.57 mg/mL in H2O with gentle warming and ultrasonic; ≥2.8 mg/mL in EtOH with gentle warming and ultrasonic,Free Base,Microbiology & Virology,Antibiotic,anti-parasitic drug,https://www.apexbt.com/search.php?catalog=B2050
B2051,Tioconazole,65899-73-2,C05,L1021-15,387.71,DMSO,C16H13Cl3N2OS,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,≥11.55 mg/mL in DMSO; ≥2.83 mg/mL in H2O with gentle warming and ultrasonic; ≥25.4 mg/mL in EtOH,Free Base,Microbiology & Virology,Anti-infection,antifungal medication,https://www.apexbt.com/search.php?catalog=B2051
B2053,Tolnaftate,2398-96-1,C06,L1021-15,307.41,DMSO,C19H17NOS,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,≥12.7 mg/mL in DMSO; ≥2.42 mg/mL in EtOH with gentle warming and ultrasonic; ≥2.64 mg/mL in H2O with gentle warming and ultrasonic,Free Base,Microbiology & Virology,Anti-infection,anti-fungal agent,https://www.apexbt.com/search.php?catalog=B2053
B2054,Toltrazuril,69004-03-1,C07,L1021-15,425.38,DMSO,C18H14F3N3O4S,CC1=C(C=CC(=C1)N2C(=O)NC(=O)N(C2=O)C)OC3=CC=C(C=C3)SC(F)(F)F,insoluble in H2O; insoluble in EtOH; ≥18.1 mg/mL in DMSO,Free Base,Microbiology & Virology,Antibiotic,antiprotozoal agent,https://www.apexbt.com/search.php?catalog=B2054
B2055,Torsemide,56211-40-6,C08,L1021-15,348.42,DMSO,C16H20N4O3S,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,insoluble in H2O; insoluble in EtOH; ≥5.08 mg/mL in DMSO,Free Base,Others,Others,pyridine-sulfonyl urea type loop diuretic,https://www.apexbt.com/search.php?catalog=B2055
B2056,Trichlormethiazide,133-67-5,C09,L1021-15,380.66,DMSO,C8H8Cl3N3O4S2,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,insoluble in H2O; ≥10.75 mg/mL in DMSO; ≥2.62 mg/mL in EtOH with ultrasonic,Free Base,Others,Others,thiazide diuretic,https://www.apexbt.com/search.php?catalog=B2056
B2057,Trimethoprim,738-70-5,C10,L1021-15,290.32,DMSO,C14H18N4O3,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,insoluble in EtOH; insoluble in H2O; ≥12.25 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,bacteriostatic antibiotic,https://www.apexbt.com/search.php?catalog=B2057
B2059,Tylosin tartrate,74610-55-2,C11,L1021-15,1066.19,DMSO,C46H77NO17·C4H6O6,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC.C(C(C(=O)O)O)(C(=O)O)O,≥36.85 mg/mL in DMSO; ≥20.85 mg/mL in H2O; ≥41.4 mg/mL in EtOH,Tartrate,Microbiology & Virology,Anti-infection,macrolide antibiotic,https://www.apexbt.com/search.php?catalog=B2059
B2061,Valaciclovir HCl,124832-27-5,D01,L1021-15,360.8,DMSO,C13H20N6O4·HCl,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N.Cl,insoluble in EtOH; ≥15.7 mg/mL in DMSO; ≥97 mg/mL in H2O,Hydrochloride,Microbiology & Virology,Anti-infection,antiviral drug for herpes viruses,https://www.apexbt.com/search.php?catalog=B2061
B2062,Vidarabine,5536-17-4,D02,L1021-15,267.24,DMSO,C10H13N5O4,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,insoluble in H2O; insoluble in EtOH; ≥12.35 mg/mL in DMSO,Free Base,Microbiology & Virology,HSV,antiviral drug for herpes viruses,https://www.apexbt.com/search.php?catalog=B2062
B2063,Vitamin B12,68-19-9,D03,L1021-15,1355.37,DMSO,C63H88CoN14O14P,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],≥45.65 mg/mL in DMSO; ≥11.22 mg/mL in EtOH with ultrasonic; ≥18.32 mg/mL in H2O with ultrasonic,Free Base,Metabolism,Vitamin,water soluble vitamin,https://www.apexbt.com/search.php?catalog=B2063
B2064,Vitamin C,50-81-7,D04,L1021-15,176.12,DMSO,C6H8O6,O=C1OC(C(O[H])=C1O[H])([H])C(C([H])([H])O[H])([H])O[H],≥12.2 mg/mL in EtOH with ultrasonic; ≥5.8 mg/mL in DMSO; ≥57.9 mg/mL in H2O,Free Base,Others,Others,water soluble vitamin,https://www.apexbt.com/search.php?catalog=B2064
B2065,Vitamin D3,67-97-0,D05,L1021-15,384.64,DMSO,C27H44O,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,insoluble in H2O; ≥51.6 mg/mL in DMSO; ≥77.2 mg/mL in EtOH,,Vitamin D Related,VD/VDR,Fat-soluble secosteroids,https://www.apexbt.com/search.php?catalog=B2065
B2066,Xylometazoline HCl,1218-35-5,D06,L1021-15,280.84,DMSO,C16H24N2·HCl,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,≥14.04 mg/mL in DMSO; ≥50 mg/mL in H2O; ≥59.8 mg/mL in EtOH,Hydrochloride,GPCR/G protein,Adrenergic Receptor,_1 and _2 adrenergic receptor agonist,https://www.apexbt.com/search.php?catalog=B2066
B2067,Xylose,25990-60-7,D07,L1021-15,150.13,DMSO,C5H10O5,C(C(C(C(C=O)O)O)O)O,≥113.8 mg/mL in H2O; ≥3.44 mg/mL in EtOH with ultrasonic; ≥7.5 mg/mL in DMSO,Free Base,Others,Others,monosaccharide of the aldopentose type,https://www.apexbt.com/search.php?catalog=B2067
B2068,Zafirlukast,107753-78-6,D08,L1021-15,575.68,DMSO,C31H33N3O6S,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,≥23.9 mg/mL in DMSO; insoluble in EtOH; insoluble in H2O,Free Base,GPCR/G protein,Leukotriene Receptor,oral leukotriene receptor antagonist,https://www.apexbt.com/search.php?catalog=B2068
B2070,5-Aminolevulinic acid HCl,5451-09-2,D09,L1021-15,167.59,DMSO,C5H9NO3·HCl,NCC(CCC(O)=O)=O.Cl,insoluble in EtOH; ≥111.4 mg/mL in H2O; ≥7.75 mg/mL in DMSO,Hydrochloride,Others,Others,photosensitizing agent_ antineoplastic agent,https://www.apexbt.com/search.php?catalog=B2070
B2071,Acetanilide,103-84-4,D10,L1021-15,135.16,DMSO,C8H9NO,CC(=O)NC1=CC=CC=C1,insoluble in H2O; ≥5.1 mg/mL in DMSO; ≥59.6 mg/mL in EtOH,Free Base,Others,Others,aniline derivative,https://www.apexbt.com/search.php?catalog=B2071
B2072,Acipimox,51037-30-0,D11,L1021-15,154.12,DMSO,C6H6N2O3,CC1=CN=C(C=[N+]1[O-])C(=O)O,≥15.9 mg/mL in H2O with ultrasonic; ≥2.64 mg/mL in EtOH with gentle warming and ultrasonic; ≥5.6 mg/mL in DMSO,Free Base,Others,Others,Antilipolytic agent,https://www.apexbt.com/search.php?catalog=B2072
B2073,Alendronate,121268-17-5,E01,L1021-15,325.12,H2O,C4H18NNaO10P2,[O-]P(O[H])(C(O[H])(C([H])([H])C([H])([H])C([H])([H])N([H])[H])P(O[H])(O[H])=O)=O.[H]O[H].[H]O[H].[H]O[H].[Na+],insoluble in DMSO; insoluble in EtOH; ≥5.57 mg/mL in H2O,,Others,Farnesyl Diphosphate Synthase,Bone resorption inhibitor,https://www.apexbt.com/search.php?catalog=B2073
B2075,Ambrisentan,177036-94-1,E02,L1021-15,378.42,DMSO,C22H22N2O4,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,insoluble in H2O; ≥18.92 mg/mL in DMSO; ≥2.85 mg/mL in EtOH with ultrasonic,Free Base,Neuroscience,Dopamine Receptor,ETA-receptor antagonist,https://www.apexbt.com/search.php?catalog=B2075
B2076,(6-)_-Aminocaproic acid,60-32-2,E03,L1021-15,131.17,H2O,C6H13NO2,C(CCC(=O)O)CCN,insoluble in EtOH; ≥5 mg/mL in DMSO; ≥54.5 mg/mL in H2O,Free Base,Others,Others,antifibrinolytic agent,https://www.apexbt.com/search.php?catalog=B2076
B2077,Amorolfine HCl,78613-38-4,E04,L1021-15,353.97,DMSO,C21H36ClNO,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C.Cl,insoluble in H2O; ≥6.25 mg/mL in DMSO; ≥9.54 mg/mL in EtOH,Hydrochloride,Microbiology & Virology,Antibiotic,antifungal reagent,https://www.apexbt.com/search.php?catalog=B2077
B2078,Atovaquone,95233-18-4,E05,L1021-15,366.84,DMSO,C22H19ClO3,ClC1=C([H])C([H])=C(C([H])=C1[H])C2([H])C([H])([H])C([H])([H])C(C(C3=O)=C(C4=C([H])C([H])=C([H])C([H])=C4C3=O)O[H])([H])C([H])([H])C2([H])[H],insoluble in EtOH; insoluble in H2O; ≥17.03 mg/mL in DMSO,,Microbiology & Virology,Anti-infection,unique naphthoquinone with broad-spectrum antiprotozoal activity,https://www.apexbt.com/search.php?catalog=B2078
B2079,Avobenzone,70356-09-1,E06,L1021-15,310.39,DMSO,C20H22O3,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,insoluble in H2O; ≥13.3 mg/mL in DMSO; ≥9.66 mg/mL in EtOH with ultrasonic,Free Base,Others,Others,"topical, broad range UV protector",https://www.apexbt.com/search.php?catalog=B2079
B2082,Camostat Mesilate,59721-29-8,E07,L1021-15,494.52,DMSO,C20H22N4O5·CH4O3S,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O,insoluble in EtOH; ≥160.6 mg/mL in DMSO; ≥32.15 mg/mL in H2O,,Membrane Transporter/Ion Channel,Sodium Channel,Trypsin-like protease inhibitor,https://www.apexbt.com/search.php?catalog=B2082
B2083,Caspofungin Acetate,179463-17-3,E08,L1021-15,1213.42,DMSO,C56H96N10O19,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O,≥60.67 mg/mL in DMSO; insoluble in EtOH; ≥21.5 mg/mL in H2O,Free Base,Others,"_(1,3)-D-Glucan Synthase",lipopeptide antifungal drug,https://www.apexbt.com/search.php?catalog=B2083
B2086,Cefditoren Pivoxil,117467-28-4,E09,L1021-15,620.72,DMSO,C25H28N6O7S3,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,insoluble in EtOH; insoluble in H2O; ≥20.05 mg/mL in DMSO,,Microbiology & Virology,Antibiotic,,https://www.apexbt.com/search.php?catalog=B2086
B2087,Ciclopirox,29342-05-0,E10,L1021-15,207.27,DMSO,C12H17NO2,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,insoluble in H2O; ≥11.2 mg/mL in DMSO; ≥22.1 mg/mL in EtOH,,Membrane Transporter/Ion Channel,"ATPase,Anti-infection",broad-spectrum antifungal agent,https://www.apexbt.com/search.php?catalog=B2087
B2088,Diethylstilbestrol,56-53-1,E11,L1021-15,268.35,DMSO,C18H20O2,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,insoluble in H2O; ≥21.95 mg/mL in EtOH; ≥7.9 mg/mL in DMSO,Free Base,Endocrinology and Hormones,Estrogen/progestogen Receptor,synthetic nonsteroidal estrogen,https://www.apexbt.com/search.php?catalog=B2088
B2089,Diltiazem HCl,33286-22-5,F01,L1021-15,450.98,DMSO,C22H26N2O4S·HCl,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,≥100 mg/mL in H2O; ≥12.4 mg/mL in DMSO; ≥2.56 mg/mL in EtOH with ultrasonic,Hydrochloride,Membrane Transporter/Ion Channel,Calcium Channel,inhibitor of L-type Ca2+ channels,https://www.apexbt.com/search.php?catalog=B2089
B2090,D-Mannitol,69-65-8,F02,L1021-15,182.17,DMSO,C6H14O6,C(C(C(C(C(CO)O)O)O)O)O,insoluble in EtOH; ≥26.9 mg/mL in H2O; ≥6.95 mg/mL in DMSO,Free Base,Others,Others,osmotic diuretic agent_weak renal vasodilator.,https://www.apexbt.com/search.php?catalog=B2090
B2091,Doxercalciferol,54573-75-0,F03,L1021-15,412.66,DMSO,C28H44O2,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,insoluble in H2O; ≥11.5 mg/mL in DMSO; ≥51.7 mg/mL in EtOH,Free Base,Vitamin D Related,VD/VDR,Vitamin D receptor activator,https://www.apexbt.com/search.php?catalog=B2091
B2092,Doxifluridine,3094-09-5,F04,L1021-15,246.19,DMSO,C9H11FN2O5,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,insoluble in EtOH; ≥10 mg/mL in DMSO; ≥11.66 mg/mL in H2O with ultrasonic,Free Base,Apoptosis,Thymidylate Synthase,oral prodrug of the antineoplastic agent 5-fluorouracil (5-FU),https://www.apexbt.com/search.php?catalog=B2092
B2093,Felbamate,25451-15-4,F05,L1021-15,238.24,DMSO,C11H14N2O4,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,insoluble in H2O; ≥11.91 mg/mL in DMSO; ≥5.07 mg/mL in EtOH with ultrasonic,Free Base,Membrane Transporter/Ion Channel,NMDA Receptor,antagonist at the NMDA-associated glycine binding site,https://www.apexbt.com/search.php?catalog=B2093
B2094,Fluconazole,86386-73-4,F06,L1021-15,306.27,DMSO,C13H12F2N6O,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,insoluble in H2O; ≥10.9 mg/mL in DMSO; ≥60.9 mg/mL in EtOH,Free Base,Microbiology & Virology,Antibiotic,Triazole antifungal agent,https://www.apexbt.com/search.php?catalog=B2094
B2095,Fluocinolone Acetonide,67-73-2,F07,L1021-15,452.4999,DMSO,C24H30F2O6,F[[C@H@]1([[C@H@](C([H])([H])[H])(C([H])=C2[H])C3=C([H])C2=O)[[C@H](C([H])([H])[[C@H]3([H])F)([H])[[C@H@]4([H])[[C@H@](C([H])([H])[[C@H]1([H])O[H])(C([H])([H])[H])[[C@H]5(C(C([H])([H])O[H])=O)OC(C([H])([H])[H])(C([H])([H])[H])O[[C@H]5([H])C4([H])[H],insoluble in H2O; insoluble in EtOH; ≥14.55 mg/mL in DMSO,Free Base,GPCR/G protein,Glucocorticoid Receptor,Glucocorticoid receptor agonist,https://www.apexbt.com/search.php?catalog=B2095
B2096,Fluticasone propionate,80474-14-2,F08,L1021-15,500.57,DMSO,C25H31F3O5S,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,insoluble in H2O; insoluble in EtOH; ≥18.5 mg/mL in DMSO,Propionate,GPCR/G protein,Glucocorticoid Receptor,"High affinity, selective glucocorticoid receptor agonist",https://www.apexbt.com/search.php?catalog=B2096
B2097,Ganciclovir,82410-32-0,F09,L1021-15,255.23,DMSO,C9H13N5O4,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N,insoluble in ETOH; ≥25.6 mg/mL in H2O with gentle warming; ≥6.95 mg/mL in DMSO with gentle warming,Free Base,Microbiology & Virology,HSV,Antiviral drug for CMV infections,https://www.apexbt.com/search.php?catalog=B2097
B2099,Haloperidol,52-86-8,F10,L1021-15,375.86,DMSO,C21H23ClFNO2,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,insoluble in H2O; ≥18.79 mg/mL in DMSO; ≥2.52 mg/mL in EtOH with gentle warming and ultrasonic,Free Base,Neuroscience,Dopamine Receptor,Antipsychotic drug,https://www.apexbt.com/search.php?catalog=B2099
B2101,Hydralazine HCl,304-20-1,F11,L1021-15,196.64,H2O,C8H8N4·HCl,C1=CC=C2C(=C1)C=NN=C2NN.Cl,insoluble in DMSO; insoluble in EtOH; ≥35.3 mg/mL in H2O,,Membrane Transporter/Ion Channel,Potassium Channel,Potassium channel activator,https://www.apexbt.com/search.php?catalog=B2101
B2102,Hydroxyurea,127-07-1,G01,L1021-15,76.05,DMSO,CH4N2O2,C(=O)(N)NO,insoluble in EtOH; ≥21.13 mg/mL in H2O with ultrasonic; ≥3.7 mg/mL in DMSO,Free Base,DNA Damage/DNA Repair,DNA/RNA Synthesis,DNA synthesis inhibitor,https://www.apexbt.com/search.php?catalog=B2102
B2103,Idebenone,58186-27-9,G02,L1021-15,338.44,DMSO,C19H30O5,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,insoluble in H2O; ≥51.9 mg/mL in EtOH; ≥9.85 mg/mL in DMSO,Free Base,Immunology/Inflammation,ROS,synthetic analog of coenzyme Q10 (CoQ10),https://www.apexbt.com/search.php?catalog=B2103
B2104,Itraconazole,84625-61-6,G03,L1021-15,705.63,DMSO,C35H38Cl2N8O4,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,insoluble in EtOH; insoluble in H2O; ≥8.83 mg/mL in DMSO,Free Base,Microbiology & Virology,Antibiotic,antifungal agent,https://www.apexbt.com/search.php?catalog=B2104
B2106,Loteprednol etabonate,82034-46-6,G04,L1021-15,466.95,DMSO,C24H31ClO7,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,insoluble in H2O; insoluble in EtOH; ≥16.95 mg/mL in DMSO,Free Base,Microbiology & Virology,Antibiotic,potent glucocorticoid receptor agonist,https://www.apexbt.com/search.php?catalog=B2106
B2107,L-Thyroxine,51-48-9,G05,L1021-15,776.87,DMSO,C15H11I4NO4,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,≥27.35 mg/mL in DMSO; insoluble in H2O; insoluble in EtOH,Free Base,Others,Others,Iodine containing hormone,https://www.apexbt.com/search.php?catalog=B2107
B2108,Lubiprostone,136790-76-6,G06,L1021-15,390.46,DMSO,C20H32F2O5,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,≥39 mg/mL in DMSO; insoluble in H2O; ≥52.2 mg/mL in EtOH,,Membrane Transporter/Ion Channel,Chloride Channel,activator of ClC-2 chloride channels,https://www.apexbt.com/search.php?catalog=B2108
B2109,Mecarbinate,15574-49-9,G07,L1021-15,233.26,DMSO,C13H15NO3,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)C,insoluble in H2O; insoluble in EtOH; ≥7.1 mg/mL in DMSO,Free Base,Others,Others,chemical intermediate of arbidol hydrochloride,https://www.apexbt.com/search.php?catalog=B2109
B2110,Meptazinol HCl,59263-76-2,G08,L1021-15,269.81,DMSO,C15H24ClNO,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl,≥13.49 mg/mL in DMSO; ≥15.67 mg/mL in EtOH; ≥52.9 mg/mL in H2O,Hydrochloride,Endocrinology and Hormones,Opioid Receptor,Partial agonist at the _1 opioid receptor,https://www.apexbt.com/search.php?catalog=B2110
B2111,Miglitol,72432-03-2,G09,L1021-15,207.22,DMSO,C8H17NO5,C1C(C(C(C(N1CCO)CO)O)O)O,insoluble in EtOH; ≥10.1 mg/mL in DMSO; ≥28.3 mg/mL in H2O,Free Base,Others,Others,Inhibitor of _-glucosidase,https://www.apexbt.com/search.php?catalog=B2111
B2112,Milnacipran HCl,101152-94-7,G10,L1021-15,282.81,DMSO,C15H23ClN2O,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,≥28.75 mg/mL in EtOH; ≥70.4 mg/mL in H2O; ≥77 mg/mL in DMSO,Hydrochloride,Neuroscience,SSRIs,Orally active 5-HT and noradrenalin re-uptake inhibitor,https://www.apexbt.com/search.php?catalog=B2112
